id,category,cluster_id,brand,title,description,price,specTableContent
2590253,Jewelry,81230,," ""JAZZMASTER AUTO CHRONO""@es CHRONO - Tomas Colomer""@es","""Reloj Hamilton con una resistencia al agua de hasta 10 Bar. El diámetro de la caja es de 42 mm.""@es ",," Tipo de correa Correa Ancho de la correa 22 mm Referencia de la correa H600.326.100 Calibre 7750 Carga Automático Grosor de la caja (mm) 14,83 mm Resistencia al agua (BAR) 10 Bar Material de la correa Cuero Diámetro de la caja (mm) 42 mm Resistente al agua Si"
15110029,Jewelry,893402,," "" Unisex Welder The Moody 38mm Watch K55/WRC625 ""Ladies Watches | Designer For Women Hut""",,,
12076340,Jewelry,47538,"""Skagen""@pl"," ""Zegarek męski Signatur""@pl 00 €""@pl ""Skagen Zegarek Signatur SKW6390 nur 169",,,
11040508,not found,101477,," ""TomTom Runner 2 Cardio + Music Large Zwart (Paars, Zwart) - Prijzen ""@NL Tweakers""@NL (Paars",,," Categorie Wearables Merk TomTom Product TomTom Runner 2 Cardio + Music Uitvoering Large Zwart (Paars, Zwart) EAN 0636926076326 SKU 1RFM.001.02, 1RFM00102 Tweakers ID 475207"
13762283,Jewelry,625465,," "" Mens Nixon The Crew Watch A1186-001 ""New arrivals | Shop New Hut""",,,
17456440,Jewelry,351844,," "" Mens Raymond Weil Freelancer Automatic Watch 2740-ST-50021 ""Mens Watches""",,,
1293402,Jewelry,7907098,," ""Carl F Bucherer T-Graph Watch 00.10615.08.33.21"" ""Shop Carl 00.10615.08.13.01 | Moyer Fine Jewelers""","""<p>An elegant watch will always deliver sophistication and style- and this timepiece from Carl F Bucherer brings you just that. This Gents’ watch can definitely be an awe-striking piece once you lay eyes upon it. With a Polished bezel, this treasure represents detailed craftsmanship. The Stainless steel case that encloses this piece’s mechanism is also evidence of the quality that comes from this stylish item. The contrasting Black dial color adds a pronounced sense of luxury. Also important to note is the Scratch resistant sapphire crystal that protects the dial. With additional Chronograph, Date, Small second hand, Central 60 second hand complications to spice up this already brillliant timepiece, you’ll surely bring home a winner if you get yourself one of these beauties. </p>
<p>This chic and classy watch from Carl F Bucherer has a Folding clasp type and sports a Automatic (self winding) movement. The numbers in the face of the dial are in Indexes. It is also water resistant for 150 ft (50 meter). </p>
<p>This watch is just one of the many impressive pieces we have in store for you. Moyer Fine Jewelers is an authorized dealer of Carl F Bucherer. We are available to answer your questions and look forward to hearing from you soon. </p>"" ",,
7039519,Jewelry,10459518,," ""Mens Watch ""@de ""Marea Uhren online bestellen | DE Shop™""@de",,,
16728585,Jewelry,7085658,," "" Classic Diamond Tennis Bracelet in 14k White Gold (7"") ""@en ""Classic | Shane Co.""@en","""
Fifty-nine round diamonds, at approximately 2.00 carats total weight, sparkle with elegance. Each brilliant, hand-matched stone is set in a dazzling 14 karat white gold, which extends seven inches in length.
Item Number: 41050770
""@en ",,
1875363,Sports_and_Outdoors,184449,"""TomTom""@en"," ""TomTom Runner 2 GPS + Music Watch Black - Small Strap""@en Strap · TomTom Running ah""@en","""

Over 500 Songs of Music Storage* - Carry over 500 songs without carrying your phone.
24/7 Activity Tracking - Capture your steps, active minutes and calories burnt.
Goal Setting - Challenge yourself to a daily or weekly target. Steps, calories, distance or active time. Set your goal and track your progress.
Multisport Mode - Train in run, bike, swim, gym and treadmill modes.
GPS Tracking - Track your speed, pace, distance, time and calories burnt.
Automatic Sleep Tracking - Know if you're getting the sleep you need.
5 Heart Rate Training Zones - Train in 5 different zones to get results faster.
Race Mode - Select one of your past performances to race against.
Interval Training - Improve speed and fitness with custom work-rest sessions.
Indoor Training Mode - Track your performance on the treadmill or in the gym.

Sports

Treadmill - Tracks speed, pace, distance, calories burnt and duration


Running - Tracks speed, pace, distance, calories burnt and duration


Cycling - Tracks speed, pace, distance, calories burnt and duration


Indoor Cycling - Tracks duration (Cadence, speed, pace and distance - through an optional cadence sensor)


Swimming - Tracks laps, distance, speed, duration, calories burnt and strokes


Freestyle - Tracks speed, pace, distance, calories burnt and duration


Gym - Tracks duration (Heart rate and calories burnt - through an optional heart rate monitor)
Activity Tracking

Activity Measurements - Steps, active minutes, distance, calories burnt and sleep


Views - Daily and weekly


Goals - Steps, active minutes, distance or calories burnt
Training

Race - Past activities, favorites and custom


Goals - Time, distance or calories


Zone - Pace, heart rate or speed


Laps - Time / Distance / Manual


Intervals - Yes
Weight and Dimensions

Battery lifetime - Activity tracking: up to 3 weeks, GPS: up to 11 hours


Display resolution - 144x168


Display size - 22x25 mm


Thickness - 11.5 mm


Weight - 49 g


Wrist Size - 121-175 mm
Sensors

Sensors (internal) - Motion sensor (accelerometer + gyro), compass


Sensor (wireless) - Bluetooth® Smart


Alerts - Beep & Vibrate
Water Resistance

Waterproofing - 40 m / 130 feet (5 ATM)





 ""@en ",,
14751171,Jewelry,1055254,"""Suunto""@de"," ""SUUNTO AMBIT 3 PEAK BLACK HR""@de HR - TREKKING GPS Suunto Farbe Schwarz SS020674000 Der Online-Shop für deine Sportbekleidung""@de","""<p>Watch, Pulsmesser und GPS für Suunto Sport Modell Ambit Peak 3 schwarz (HR).<br>Eine GPS-Uhr mit erweiterten Funktionen für outdoor und multisport Herzfrequenz monitoring und mobile Verbindung.</p>
<p>SUUNTO AMBIT3 PEAK: DIE ABENTEUER-ERFAHRUNG<br>Der Weg zum Ziel ist das wichtigste-Sie sprechen auf die Berge oder ein persönliches Ziel. Suunto Ambit3 GPS Uhr Peak ist ideal für Sport und Abenteuer. Führen Sie bei jedem Schritt, die Sie mit allen erforderlichen sicher Fortschritte in Ihrem Unternehmen Daten. Schließen Sie die Uhr an Ihrem iPhone über Bluetooth und Suunto Movescount App während der Aktivität auf die Sommer- und zu bereichern, erleben und teilen Sie Ihre Erfahrungen mit. Es gibt keine bessere Abenteuer-Begleiter Bedeutung für jede deiner Bewegungen geben.</p>
<p>Haupteigenschaften:</p>
<p>OUTDOOR UND MULTISPORT<br>-Routen navigation<br>-Betriebsdauer max. 50St mit GPS<br>-Kompass<br>-Höhe (FusedAltiTM)<br>Sonnenaufgang/Sonnenuntergang<br>-Temperatur<br>-Herzfrequenz-Messgerät, Schwimmen (mit Suunto Smart Sensor)<br>-Recovery-Zeit nach der Aktivität<br>-Geschwindigkeit, Tempo und Entfernung<br>-Bike Power Support (Bluetooth Smart)<br>-Weitere Sportarten in einer einzigen Anmeldung<br>-Trainingsprogramme<br>-Neue Funktionen Dank Suunto App</p>
<p>KONNEKTIVITÄT<br>-Upload und teilen Ihre Bewegungen sofort (mit Suunto Movescount App und Smartphones =<br>-Passen Sie Ihre Uhr bei körperlicher Aktivität (mit Suunto Movescount App und Smartphones)<br>-Zeit und GPS-Satelliten-Daten aktualisiert bei körperlicher Aktivität (mit Suunto Movescount App und Smartphones)<br>-Verwenden Sie Ihr Telefon als ein zweites Display (mit Suunto Movescount App und Smartphones)<br>-Sehen Sie Ihre Anrufe, Nachrichten und Transfer-Benachrichtigungen auf der Uhr (mit Suunto Movescount App und Smartphones)</p>
<p>BEREICHERN, ZU ERLEBEN UND ZU TEILEN<br>-Er knipst während Ihre Leistung, zeigt die aktuelle Geschwindigkeit, Distanz und andere Informationen (mit Suunto Movescount App und Smartphones)<br>-Erstellen Sie eine Video auf Ihrem Suunto-Leistung mit 3D-Karte, Schlüsselwerte und Bilder (mit Suunto Movescount App und Smartphones)<br>-Teilen Sie Ihre Erfahrungen sofort über soziale Netzwerke (mit Suunto Movescount App und Smartphones)</p>
<p>DIE GERÄTE MIT SUUNTO MOVESCOUNT APP KOMPATIBEL SIND:<br>-3° Generation iPad und mehr<br>-iPad iPad Mini/Luft<br>-iPhone 4 s/iPhone/iPhone 5 5 c/iPhone 5 s<br>-5th Generation iPod touch</p>
<p>Abmessungen:<br>50 x 50 x 18 mm.<br>Gewicht 89 Gr.</p>
<p>Paketinhalt:<br>-Suunto Ambit3 Peak schwarz<br>-Suunto Smart Sensor und HR-Gürtel<br>-USB-Kabel<br>-Kurzanleitung<br>-Garantieinformationen</p>""@de ",, Art.-Nr. SS020674000 Größe S.T. Marke Suunto Produktkategorie Trekking Gps Farbe Schwarz EAN 6417084182692
15746511,Jewelry,3279980,," ""Black Manifesto Power Watch""@en ""Versace Black Watch for Women | US Online Store""@en",,,
7642223,Jewelry,597042,"""Hamilton"""," ""HamiltonHamilton Swiss Movement Watch H37512131 44mm"", ""Hamilton""","""See a beautiful diamond watch or a jewelry on our site you'd like to buy but just don't have all the money right now? We can help by offering you our FREE layaway plan. Just give us a toll-free call on 1-877-577-TIME or send us an email to sales@icedtime.com and we'll be glad to take your order"" ",,
9631632,Jewelry,857327,," ""DREAMNIGHT""@es "" Swatch® México - Chrono (Ø 40 47 MM) DREAMNIGHT YCS485GC ""@es",,,
2585201,Jewelry,388422,," ""Mens G-Shock Premium Mudmaster Compass Alarm Chronograph Radio Controlled Watch ""@de ""Fathers Tag - Uhren und gift ideas""@de",,,
859934,Jewelry,9403094,," ""Cartier Tank Louis Cartier Watch W1529756"" ""Shop WJTA0011 Watches | Northeastern Fine Jewelry""","""<p>This fine luxury watch, model number W1529756 from Cartier gives elegance and top notch functionality for your everyday look. This Ladies timepiece has features appreciated by today’s watch aficionados. </p>

<p> 
This is the watch of numerous functionality and distinct style. A silver dial provides an elegant contrast to the bold and captivating numbers. Its quartz (battery) movement has unrivaled high-precision. This watch includes date complications. Its complications are distinctively positioned for easy reading. The numbers on this timepiece are in roman numeral style, seamlessly fitting right in with the entire piece. The case is finely crafted of 18k yellow gold, both eye catching and is crafted to last. The watch’s alligator band was designed to be worn all day and still be comfortable to wear. This bezel is one that will not be forgotten and will always be by your side. It encloses the mineral crystal of the watch. It has a 100 ft (30 meter) water resistance. </p>

<p>Northeastern Fine Jewelry has a stunning selection of watches from the best watchmakers in the world. For more information, call 1-855-795-NEFJ or email at info@nefj.com.</p>"" ",,
9329646,Jewelry,371258,"""Daniel Wellington""@de"," ""Classic Black St Mawes Rosegold 36mm""@de 20 €""@de ""Daniel Wellington Classic 36mm nur 135","""
					Artikel-Nr.: 1697 DW00100136
					
					Elegant-moderne Damenuhr der Marke Daniel Wellington.
					

					Die Oberfläche ist poliert und hat eine rosé-goldfarbene IP Beschichtung.
					

					Gehäuse, Zeiger und IndizesIndizes ist das deutsche Wort für das lateinische Index. Spricht man von Indizes, dann sind die Zahlen die die Zeit anzeigen (bei vielen Uhren z.B. arabische Zahlen: 3, 6, 9, 12, aber auch z.B. römische Zahlen: III, VI, IX, XII) oder stattdessen die Platzhalter dafür gemeint. Platzhalter können je nach Gestaltung der Uhr die Unterschiedlichsten Formen haben. Uhrenindexe werden oft nicht nur aufgemalt sondern auch aufgesetzt – bei exklusiven Uhren auch veredelt (mit z.B. Gold, Rosegold, Silber, Chrom). Noch Fragen? Hier geht es zum Uhren-Lexikon sind aus hochwertigen Edelstahl hergestellt und rosé-goldfarben beschichtet.
					

					Auf dem schlichten, schwarzen Zifferblatt befindet sich ein Daniel Wellington Schriftzug mit Logo.
					

					Das Mineralglas schützt die Uhr vor äußeren Einflüssen.
					

					Der Gehäusedurchmesser beträgt ca. 36 mm und hat eine Höhe von ca. 6 mm.
					

					Das hochwertige, braune Lederarmband gewährt einen angenehmen Tragekomfort.
					

					Das Band wird mit einer DornschließeEine Dornschließe beschreibt die Verschlussart einer Uhr.  In dem längeren Armbandteil werden löcher gestanzt. Auf der anderen Seite befindet sich die Dornschließe, welche aus einem Dorn und einem Metallbügel in U-Form, diese verhindert, dass der Dorn aus dem Loch rutscht.
Dornschließen sind an diversen Materialien zu finden und erstrecken sich in alle Preisklasse. Häufig findet man Dornschließen bei Lederarmbändern oder Textilarmbändern.

 Noch Fragen? Hier geht es zum Uhren-Lexikon, auf welcher zusätzlich das Logo graviert ist, verschlossen.
					

					100 Tage Niedrigpreisgarantie, bei uhrzeit.org kaufen Sie ohne Preisrisiko!
					

					Für unsere Waren bestehen die gesetzlichen Gewährleistungsrechte
						
				""@de ",,
4348152,Jewelry,508105,"""Junghans""@es"," ""Meister Driver Chronoscope Reloj automático""@es ""Junghans Meister automático nur 1.990 00 €""@es",,, Carcasa Diametro: 41 mm grosor: 13 mm Forma: Redondo Color de la carcasa: Plateado cristal: vidrio acrílico Material: Acero inoxidable
13974274,Jewelry,295356,," ""Daniel Wellington Classic Man Sheffield silver""@en-GB silver 10:35 Watch boutique""@en-GB",,, More Information Price €189.00 EAN 7350068240140 Brand Daniel Wellington Dial type Analogue Dial color White Gender Men Case material Stainless steel Case shape Round Case diameter 40 mm Case thickness 6 mm Case color Silver Glass material Mineral glass Band material Leather Band color Black Band thickness 20 mm Warranty 2 years Water resistance 3 ATM
4449528,Jewelry,9902828,," "" Automatic small second Steel on leather strap ""@en-US ""Maestro - Silver Leather Black Watch Raymond Weil""@en-US",,," Reference 2238-STC-00659 Size gents Collection Maestro Shape round Movement mechanical with automatic winding, with small second hand at 6 o'clock Power reserve 38 hours Movement caliber height 5.6 Case material stainless steel Case size 39.5 Case thickness 10 Case back snapped, with sapphire crystal Water resistance 50 m, 165 ft, 5 atm Crystal sapphire Dial silver, with Roman numerals Date window at 3 o'clock Crown with RW logo Bracelet/Strap genuine calf leather with alligator motif Clasp stainless steel folding clasp with double push-security system"
4999842,Jewelry,15318155,," ""Maurice Lacroix Les Classiques Watch LC6027-SS001-121"" ""Shop Maurice LC6098-SS001-121-1 Watches | Costello Jewelry Company""","""<p> At Naperville’s most popular jewelry destination we offer a large selection of well-crafted timepieces.We are happy to be a Maurice Lacroix retailer. As an authorized retailer, you can rest assured that every Maurice Lacroix watch we carry is 100% authentic and backed by a generous warranty.  Maurice Lacroix watches are built to last and they are purchased for their attention to detail. This LC6027-SS001-121 Alligator Gents Maurice Lacroix watch features a Scratch resistant sapphire crystal for worry-free wear. Whether you are looking for a watch that is stylish and sophisticated or casual and sporty we are confident that you’ll find just what you are looking for. </p>"" ",,
